Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;gprstext;edge;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;memoryslot;cam1modules;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;net3g;net4g;speed;bodyother;displayprotection;os;chipset;cpu;gpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;nfc;price;sar-us;sar-eu;build;memoryother;optionalother;cam2features;models;net5g;tbench;batlife;batmusicplayback1
https://www.gsmarena.com/celkon_a83-5259.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a83.jpg;Celkon A83;Released 2012, December;103g, 14.4mm thickness;Android 2.3;microSDHC slot;1;N/A;55,030 hits;"3.2""";320x420 pixels; ;;1450 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2012, December. Released 2012, December;Discontinued;113.9 x 63.4 x 14.4 mm (4.48 x 2.50 x 0.57 in);103 g (3.63 oz);Dual SIM (Mini-SIM);TFT;3.2 inches, 31.8 cm(~44.1% screen-to-body ratio);320 x 420 pixels, 4:3 ratio (~165 ppi density);;microSDHC (dedicated slot);2 MP;Wi-Fi 802.11 b/g/n;Yes;No;Stereo FM radio;microUSB 2.0;Accelerometer;;Li-Ion 1450 mAh battery;Up to 150 h;Up to 5 h;White, Black;;;;;;Android 2.3 (Gingerbread);;1.0 GHz;;;;Yes;Yes;;No;About 50 EUR;;;;;;;;;;;
https://www.gsmarena.com/celkon_a77-5258.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-a77.jpg;Celkon A77;Released 2012, December;104g, 13.5mm thickness;Android 2.3;microSDHC slot;1;N/A;53,405 hits;"3.5""";320x420 pixels; ;;1300 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2012, December. Released 2012, December;Discontinued;118 x 61 x 13.5 mm (4.65 x 2.40 x 0.53 in);104 g (3.67 oz);Dual SIM (Mini-SIM);TFT;3.5 inches, 38.1 cm(~52.9% screen-to-body ratio);320 x 420 pixels, 4:3 ratio (~151 ppi density);;microSDHC (dedicated slot);2 MP;Wi-Fi 802.11 b/g/n;Yes;No;Stereo FM radio;microUSB 2.0;Accelerometer;;Li-Ion 1300 mAh battery;Up to 130 h;Up to 4 h 45 min;White, Black;;;;;;Android 2.3 (Gingerbread);;1.0 GHz;;;;Yes;Yes;;No;About 50 EUR;;;;;;;;;;;
https://www.gsmarena.com/celkon_c349-4707.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c349.jpg;Celkon C349;Released 2012;;Feature phone;microSDHC slot;6;N/A;100,266 hits;"1.8""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;No;No;2012;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;1.8 inches, 10.2 cm;176 x 220 pixels (~157 ppi density);;microSDHC (dedicated slot);1.3 MP;No;No;No;Stereo FM radio;microUSB;;Audio/video player;Removable Li-Ion 1000 mAh battery;Up to 400 h;Up to 5 h;Black;;;;;;;;;;;;Yes;No;;;;;;;;;;;;;;
https://www.gsmarena.com/celkon_c337-4708.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c337.jpg;Celkon C337;Released 2012;;Feature phone;microSDHC slot;6;N/A;40,091 hits;"2.0""";176x220 pixels; ;;1000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2012;Discontinued;-;-;Dual SIM (Mini-SIM);TFT;2.0 inches, 12.6 cm;176 x 220 pixels (~141 ppi density);;microSDHC (dedicated slot);1.3 MP;No;2.0;No;Stereo FM radio;microUSB;;Audio/video player;Removable Li-Ion 1000 mAh battery;Up to 400 h;Up to 5 h;Black, Black/Red;;;;;;;;;;;;Yes;No;;;;;;;;;;;;;;
https://www.gsmarena.com/celkon_c2000-4504.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c2000.jpg;Celkon C2000;Released 2011;143g, 14mm thickness;Feature phone;microSDHC slot;7;N/A;39,487 hits;"2.8""";240x320 pixels; ;;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2011;Discontinued;119 x 55.7 x 14 mm (4.69 x 2.19 x 0.55 in);143 g (5.04 oz);Dual SIM (Mini-SIM);TFT;2.8 inches, 24.3 cm(~36.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;microSDHC (dedicated slot);1.3 MP;No;2.0;No;Stereo FM radio;microUSB;;Audio/video player;Removable Li-Ion 2000 mAh battery;Up to 650 h;Up to 11 h 40 min;Black;;;;;;;;;;;;Yes;No;;;About 40 EUR;;;;;;;;;;;
https://www.gsmarena.com/celkon_c007-4505.php;https://fdn2.gsmarena.com/vv/bigpic/celkon-c007.jpg;Celkon C007;Released 2011;103g, 11mm thickness;Feature phone;microSDHC slot;10;N/A;36,667 hits;"2.2""";176x220 pixels; ;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2011;Discontinued;110 x 46 x 11 mm (4.33 x 1.81 x 0.43 in);103 g (3.63 oz);Dual SIM (Mini-SIM);TFT;2.2 inches, 15.2 cm(~30.1% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;microSDHC (dedicated slot);1.3 MP;No;2.0;No;Stereo FM radio;microUSB;;Audio/video player;Removable Li-Ion 1500 mAh battery;Up to 550 h;Up to 6 h 40 min;Black/Red;;;;Flashlight;;;;;;;;Yes;Spy camera;;;About 20 EUR;;;;;;;;;;;
https://www.gsmarena.com/coolpad_cool_6-10513.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-cool6.jpg;Coolpad Cool 6;Released 2020, October 15;198g, 9.2mm thickness;Android 10;64GB/128GB storage, microSDXC;5;0.5%;19,600 hits;"6.53""";1080x2340 pixels;4/6 GB RAM;Helio P70;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, October 15;Available. Released 2020, October 15;162.4 x 76.5 x 9.2 mm (6.39 x 3.01 x 0.36 in);198 g (6.98 oz);Hybrid Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.53 inches, 104.7 cm(~84.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density);;microSDXC (uses shared SIM slot);"48 MP, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";Yes;Yes;Yes, with A-GPS;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 4000 mAh, non-removable;;;Gray, Blue;HSDPA 850 / 900 / 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE;;;Android 10;Mediatek MT6771T Helio P70 (12nm);Octa-core (4x2.1 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53);Mali-G72 MP3;64GB 4GB RAM, 128GB 6GB RAM;LED flash, panorama, HDR;1080p@30fps;Motorized pop-up 21 MP;1080p@30fps;No;About 130 EUR;;;;;;;;;;;
https://www.gsmarena.com/coolpad_cool_12a-10491.php;https://fdn2.gsmarena.com/vv/bigpic/coolpad-cool12a.jpg;Coolpad Cool 12A;Released 2020, October 05;202.5g, 8.9mm thickness;Android;64GB storage, microSD;5;0.3%;13,073 hits;"6.3""";720x1560 pixels;4 GB RAM;Spreadtrum;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2020, October 05;Available. Released 2020, October 05;156.2 x 75.2 x 8.9 mm (6.15 x 2.96 x 0.35 in);202.5 g (7.16 oz);Nano-SIM;IPS LCD;6.3 inches, 97.4 cm(~82.9% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~273 ppi density);;microSD;16 MP, PDAF2 MP;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.2, A2DP;Yes, with A-GPS;FM radio;USB Type-C 2.0;Fingerprint (side-mounted), accelerometer, proximity;;Li-Po 4000 mAh, non-removable;;;Dream Black, Dream Blue, Fantasy Silver;HSDPA 2100;LTE (unspecified);HSPA 42.2/5.76 Mbps, LTE;;;Android;Spreadtrum;Quad-core (1x2.0 GHz Cortex-A75 & 3x1.8 GHz Cortex-A55);;64GB 4GB RAM;LED flash, panorama, HDR;1080p@30fps;8 MP;1080p@30fps;No;About 70 EUR;;;Glass front, plastic frame, glass back;;;;;;;;
https://www.gsmarena.com/emporia_glam-6264.php;https://fdn2.gsmarena.com/vv/bigpic/emporia-emporiaGLAM.jpg;Emporia Glam;Released 2014, June;17mm thickness;Feature phone;8MB 4MB RAM storage, microSD slot;2;0.1%;80,015 hits;"2.4""";240x320 pixels;4 MB RAM;MT6260A;1020 mAh Li-Ion;GSM 900 / 1800;No;No;2014, March. Released 2014, June;Discontinued;104 x 52 x 17 mm (4.09 x 2.05 x 0.67 in);-;Mini-SIM;TFT;2.4 inches, 17.8 cm(~33.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;microSD (dedicated slot);2 MP;No;No;No;No;;;;Li-Ion 1020 mAh, removable;Up to 320 h;Up to 4 h;Black;;;;Flashlight;;;Mediatek MT6260A;360 MHz;No;8MB 4MB RAM;;;No;;No;;;;;;;;;;;;
https://www.gsmarena.com/emporia_flip_basic-6263.php;https://fdn2.gsmarena.com/vv/bigpic/emporia-flip-f210.jpg;Emporia Flip Basic;Released 2014, March;82g, 17mm thickness;Feature phone;16MB 32MB RAM storage, no card slot;1;N/A;88,033 hits;"2.4""";176x220 pixels;32 MB RAM;MT6260M;1020 mAh Li-Ion;GSM 900 / 1800;No;No;2014, March. Released 2014, March;Discontinued;96 x 49 x 17 mm (3.78 x 1.93 x 0.67 in);82 g (2.89 oz);Mini-SIM;TFT;2.4 inches, 18.1 cm(~38.5% screen-to-body ratio);176 x 220 pixels (~117 ppi density);;No;No;No;No;No;No;No;;;Li-Ion 1020 mAh, removable;Up to 360 h;Up to 3 h 40 min;Black;;;;;;;Mediatek MT6260M;360 MHz;No;16MB 32MB RAM;;;;;No;;;;;;;;;;;;
https://www.gsmarena.com/ericsson_r600-283.php;https://fdn2.gsmarena.com/vv/bigpic/err600.gif;Ericsson R600;Released 2001, Q4;82g, 20mm thickness;Feature phone;No card slot;19;0.1%;364,687 hits;;5 lines; ;;650 mAh Li-Ion;GSM 900 / 1800;Yes;No;2001, Q4;Discontinued;105 x 45 x 20 mm (4.13 x 1.77 x 0.79 in);82 g (2.89 oz);Mini-SIM;Grayscale graphic;;5 lines;LCD illuminates in 3  coloursBackground pictures;No;No;No;No;No;No;;;SMS chatPredictive text inputOrganizerProfiles;Removable Li-Ion (BST-20);90 h - 150 h;2 h - 4 h;2 - Ice Blue, Luminous Champagne;;;;;;;;;;;;;;;;;;0.89 W/kg (head);;;;;;;;;
https://www.gsmarena.com/ericsson_t68-253.php;https://fdn2.gsmarena.com/vv/bigpic/ert68.gif;Ericsson T68;Released 2001, Q4;84g, 19.5mm thickness;Feature phone;No card slot;32;0.1%;563,365 hits;;101x80 pixels; ;;500 mAh Li-Ion;GSM 900 / 1800 / 1900;Yes;No;2001, Q4;Discontinued;101 x 48 x 19.5 mm (3.98 x 1.89 x 0.77 in);84 g (2.96 oz);Mini-SIM;CSTN, 256 colors;;101 x 80 pixels;Joystick navigationImage handling;No;No;No;1.0b;No;No;;;Predictive text inputOrganizerVoice dialingVoice answeringProfiles;Removable Li-Ion battery (BST-14);up to 300 h;up to 11 h;2 - Zirocñan Gold, Lunar Grey;;;;;;;;;;;;;;;;;;;;100 sec voice memo300 calendar events;Ringtones can be assigned to contacts;;;;;;
https://www.gsmarena.com/fairphone_3+-10069.php;https://fdn2.gsmarena.com/vv/bigpic/fairphone3-plus.jpg;Fairphone 3+;Released 2020, September 14;189g, 9.9mm thickness;Android 10;64GB storage, microSDXC;20;0.4%;42,658 hits;"5.65""";1080x2160 pixels;4 GB RAM;Snapdragon 632;3040 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, August 27;Available. Released 2020, September 14;158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in);189 g (6.67 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.65 inches, 82.4 cm(~72.6% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~427 ppi density);;microSDXC (dedicated slot);"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO;Unspecified;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 3040 mAh, removable;;;Black;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 20, 26;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps;;Corning Gorilla Glass 5;Android 10;Qualcomm SDM632 Snapdragon 632 (14 nm);Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver);Adreno 506;64GB 4GB RAM;Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps, gyro-EIS;"16 MP, f/2.0, (wide), 1/3.1""";1080p@30fps, gyro-EIS;Yes;About 470 EUR;;0.41 W/kg (head)     1.41 W/kg (body);;eMMC 5.1;;HDR;;;;;
https://www.gsmarena.com/fairphone_3-10397.php;https://fdn2.gsmarena.com/vv/bigpic/fairphone3.jpg;Fairphone 3;Released 2019, September 03;189g, 9.9mm thickness;Android 9.0;64GB storage, microSDXC;9;0.1%;12,157 hits;"5.65""";1080x2160 pixels;4 GB RAM;Snapdragon 632;3000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2019, August 27;Available. Released 2019, September 03;158 x 71.8 x 9.9 mm (6.22 x 2.83 x 0.39 in);189 g (6.67 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;5.65 inches, 82.4 cm(~72.6% screen-to-body ratio);1080 x 2160 pixels, 18:9 ratio (~427 ppi density);;microSDXC (dedicated slot);"12 MP, f/1.8, (wide), 1/2.55"", 1.4µm, dual pixel PDAF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot;5.0, A2DP, LE;Yes, with A-GPS, GLONASS, GALILEO;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Ion 3000 mAh, removable;;;Black;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 13, 20, 26;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/150 Mbps;;Corning Gorilla Glass 5;Android 9.0 (Pie);Qualcomm SDM632 Snapdragon 632 (14 nm);Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver);Adreno 506;64GB 4GB RAM;Dual-LED dual-tone flash, HDR, panorama;4K@30fps, 1080p@30fps, gyro-EIS;"8 MP, f/2.0, (wide), 1/4.0""";1080p@30fps, gyro-EIS;Yes;About 450 EUR;;0.39 W/kg (head)     1.41 W/kg (body);;eMMC 5.1;;;;;;;
https://www.gsmarena.com/garmin_asus_a10-3295.php;https://fdn2.gsmarena.com/vv/bigpic/garmin-asus-a10.jpg;Garmin-Asus A10;Released 2010, July;;Android 2.1;4GB 512MB RAM storage, microSDHC slot;13;0.1%;706,902 hits;"3.2""";320x480 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2010, April. Released 2010, July;Discontinued;-;-;Mini-SIM;TFT, 256K colors;3.2 inches, 30.5 cm;320 x 480 pixels, 3:2 ratio (~180 ppi density);;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 b/g;2.0, A2DP, EDR;Yes, with A-GPS, Garmin navigation;No;2.0;Accelerometer, compass;MP3/eAAC+/WAV playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;Removable Li-Ion 1500 mAh battery;Up to 530 h (2G) / Up to 660 h (3G);Up to 9 h 20 min (2G) / Up to 12 h (3G);Black;HSDPA 900 / 2100;;HSPA 7.2/0.384 Mbps;;;Android 2.1 (Eclair);;;;4GB 512MB RAM;;320p@30fps;No;;;About 310 EUR;;;;;;;;;;;
https://www.gsmarena.com/garmin_asus_nuvifone_a50-3139.php;https://fdn2.gsmarena.com/vv/bigpic/asus-nuvifone-a50.jpg;Garmin-Asus nuvifone A50;Released 2010, Q3;136g, 12mm thickness;Android 2.1;4GB 256MB RAM storage, microSDHC slot;10;0.1%;491,698 hits;"3.5""";320x480 pixels;256 MB RAM;Snapdragon S1;1150 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2010, February. Released 2010, Q3;Discontinued;116 x 62.2 x 12 mm (4.57 x 2.45 x 0.47 in);136 g (4.80 oz);Mini-SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~50.6% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;microSDHC (dedicated slot);3.15 MP, AF;Wi-Fi 802.11b/g;2.0, A2DP, EDR;Yes, with A-GPS, Garmin navigation;No;2.0;Accelerometer, compass;MP3/eAAC+/WAV playerMP4/H.264 playerDocument viewerPhoto viewer/editorOrganizerVoice memoPredictive text input;Removable Li-Ion 1150 mAh battery;Up to 150 h;Up to 5 h;Black;HSDPA 1700 / 2100;;HSPA 7.2/0.384 Mbps;;;Android 2.1 (Eclair);Qualcomm MSM7227 Snapdragon S1;600 MHz ARM 11;Adreno 200;4GB 256MB RAM;;480p@24fps;No;;;;;;;;;;;;;;
https://www.gsmarena.com/gionee_s12_lite-10477.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-s12-lite.jpg;Gionee S12 Lite;Released 2020, October 05;174g, 8.4mm thickness;Android 10;32GB storage, microSDXC;3;0.6%;18,417 hits;"6.52""";720x1600 pixels;3 GB RAM;Helio A25;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, September 29;Available. Released 2020, October 05;166.2 x 76.3 x 8.4 mm (6.54 x 3.00 x 0.33 in);174 g (6.14 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~80.9% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;microSDXC;13 MP, (wide), AF5 MP, (ultrawide)2 MP (depth);Wi-Fi 802.11 b/g/n, hotspot;4.2, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0, USB On-The-Go;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 4000 mAh, non-removable;;;Blue, Green, Gray;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;Android 10;MediaTek Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;32GB 3GB RAM;LED flash, HDR;1080p@30fps;8 MP;1080p@30fps;No;;;;Glass front, plastic frame, plastic back;eMMC 5.1;;;H602;;;;
https://www.gsmarena.com/gionee_s12-10534.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-s12.jpg;Gionee S12;Released 2020, July 15;181g, 8.8mm thickness;Android 10;64GB storage, microSDXC;2;0.4%;3,593 hits;"6.52""";720x1600 pixels;4 GB RAM;Helio A25;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2020, July;Available. Released 2020, July 15;164.6 x 76.6 x 8.8 mm (6.48 x 3.02 x 0.35 in);181 g (6.38 oz);Dual SIM (Nano-SIM, dual stand-by);IPS LCD;6.52 inches, 102.6 cm(~81.4% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~269 ppi density);;microSDXC;16 MP, (wide), AF8 MP, (ultrawide)2 MP (depth);Wi-Fi 802.11 b/g/n, hotspot;4.2, A2DP;Yes, with A-GPS;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 4000 mAh, non-removable;;;Black, Blue;HSDPA 900 / 2100;1, 3, 7, 8, 20, 28, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;;Android 10;MediaTek Helio A25 (12 nm);Octa-core (4x1.8 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;64GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;13 MP;1080p@30fps;No;About 140 EUR;;;Glass front, plastic frame, plastic back;eMMC 5.1;;;;;;;
https://www.gsmarena.com/gionee_marathon_m5_lite-7803.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-lite.jpg;Gionee Marathon M5 lite;Released 2016, January;183g, 8.5mm thickness;Android 5.1, Amigo 3.1;32GB storage, microSDXC;38;N/A;1,836,511 hits;"5.0""";720x1280 pixels;3 GB RAM;MT6735;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, December;Available. Released 2016, January;143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in);183 g (6.46 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~68.9% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;microSDXC (dedicated slot);8 MP, AF;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity, compass;;Li-Po 4000 mAh, non-removable;Up to 450 h (2G) / Up to 400 h (3G);Up to 33 h (2G) / Up to 19 h (3G);Gold, Gray;HSDPA 900 / 1900 / 2100;1, 3, 7, 40;HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps;;Asahi Dragontrail Glass;Android 5.1 (Lollipop), Amigo 3.1;Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;32GB 3GB RAM;LED flash, panorama, HDR;1080p@30fps;5 MP;;No;About 170 EUR;;0.38 W/kg (head)     0.54 W/kg (body);;;;;M5_lite;;;;
https://www.gsmarena.com/gionee_pioneer_p5w-7800.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg;Gionee Pioneer P5W;Released 2016, January;153g, 8.9mm thickness;Android 5.1;16GB storage, microSDHC;21;0.1%;1,475,356 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6735;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;;;2015, December;Available. Released 2016, January;143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in);153 g (5.40 oz);Dual SIM;IPS LCD;5.0 inches, 68.9 cm(~66.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB 2.0;Accelerometer, proximity;;Li-Ion 2000 mAh, removable;;;White, Blue, Red, Yellow, Black;HSDPA 900 / 1900 / 2100;;HSPA;;;Android 5.1 (Lollipop);Mediatek MT6735 (28 nm);Quad-core 1.3 GHz Cortex-A53;Mali-T720MP2;16GB 1GB RAM;LED flash;1080p@30fps;2 MP;;No;About 90 EUR;;;;;;;P5W;;;;
https://www.gsmarena.com/gionee_ctrl_v2-6094.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v2.jpg;Gionee Ctrl V2;Released 2013;10.8mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;6;N/A;116,073 hits;"3.5""";320x480 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;Yes;Yes;2013. Released 2013;Discontinued;115 x 61 x 10.8 mm (4.53 x 2.40 x 0.43 in);-;Dual SIM (Dual stand-by);IPS LCD;3.5 inches, 36.5 cm(~52.0% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);;microSDHC (dedicated slot);3.15 MP;Wi-Fi 802.11 b/g/n, hotspot;Yes;Yes, with A-GPS;FM radio;microUSB;Accelerometer, proximity, compass;;Li-Ion 1500 mAh, removable;;;White;;;;;;Android 4.0 (Ice Cream Sandwich);;1.0 GHz Cotex-A9;;4GB 512MB RAM;;Yes;VGA;;No;About 60 EUR;1.25 W/kg (head)     1.04 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/gionee_ctrl_v3-6095.php;https://fdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v3.jpg;Gionee Ctrl V3;Released 2013;9.8mm thickness;Android 4.0;4GB 512MB RAM storage, microSDHC slot;8;N/A;172,020 hits;"4.3""";480x800 pixels;512 MB RAM;;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2013. Released 2013;Discontinued;130 x 67 x 9.8 mm (5.12 x 2.64 x 0.39 in);-;Dual SIM (Dual stand-by);IPS LCD;4.3 inches, 52.6 cm(~60.4% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~217 ppi density);;microSDHC (dedicated slot);5 MP, AF;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;Yes, with A-GPS;FM radio;microUSB;Accelerometer, proximity, compass;;Li-Ion 1800 mAh, removable;;;Black;HSDPA 900 / 2100;;HSPA;;Corning Gorilla Glass;Android 4.0 (Ice Cream Sandwich);;Dual-core 1.0 GHz Cortex-A9;;4GB 512MB RAM;LED flash;Yes;VGA;;No;About 100 EUR;0.70 W/kg (head)     0.96 W/kg (body);;;;;;;;;;
https://www.gsmarena.com/haier_c300-9170.php;https://fdn2.gsmarena.com/vv/bigpic/haier-c300.jpg;Haier C300;Released 2018, May;80g, 17.9mm thickness;Feature phone;32MB ROM storage, microSDHC slot;0;N/A;33,002 hits;"1.77""";128x160 pixels;32 MB RAM;MT6261D;;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;Yes;No;2018, May. Released 2018, May;Discontinued;97.4 x 47.9 x 17.9 mm (3.83 x 1.89 x 0.70 in);80 g (2.82 oz);Dual SIM;TFT, 65K colors;1.77 inches, 9.9 cm(~21.1% screen-to-body ratio);128 x 160 pixels (~116 ppi density);;microSDHC;2 MP;No;Yes;No;FM radio;microUSB;;Audio playerPhoto viewer;Li-Ion, removable;;;Black, Gold;;;;Flashlight;;;Mediatek MT6261D;;;32MB ROM, 32MB RAM;;Yes;No;;No;;;;;;;;;;;;
